initialFinish CUDelta[0] CUIdx[0] CUValid[0] CUDelta[1] CUIdx[1] CUValid[1] CUDelta[2] CUIdx[2] CUValid[2] CUDelta[3] CUIdx[3] CUValid[3] CUDelta[4] CUIdx[4] CUValid[4] CUDelta[5] CUIdx[5] CUValid[5] CUDelta[6] CUIdx[6] CUValid[6] CUDelta[7] CUIdx[7] CUValid[7] rowReady rowValid binIdx rowIdx rowDelta[0] rowDelta[1] rowDelta[2] rowDelta[3] rowDelta[4] rowDelta[5] rowDelta[6] rowDelta[7] CUReady[0] CUReady[1] CUReady[2] CUReady[3] CUReady[4] CUReady[5] CUReady[6] CUReady[7] PEReady[0] PEReady[1] PEReady[2] PEReady[3]
1 34b2 c0 1 38f7 0b 0 39e7 53 1 384f 5c 0 2bbf 65 1 2d4b 2f 0 33d6 71 1 2f01 fc 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 31a7 46 1 34d0 8f 1 3b74 57 0 31ac 5b 1 38b7 a4 1 386c 2f 0 3521 f2 0 358b 78 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 34e0 01 1 3770 0b 1 34ff d4 0 3749 1f 1 36a7 22 1 38a0 6a 0 34af 32 0 3b63 ba 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 1 1 1 1 
1 37f0 03 0 27a4 8a 0 3ba1 56 1 3668 5c 0 2edb a5 0 39ee 68 1 3883 36 1 3970 7c 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 1 1 1 1 
1 361b 80 1 33e5 4d 0 3bc6 95 1 35e7 19 1 3955 e0 1 312c a8 1 39dd f5 1 2eac 3e 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 1 1 1 1 
1 2d17 83 1 30c9 8f 1 198b 13 1 3aa3 59 0 2c24 67 1 3b1b ea 0 2df3 b4 0 39f1 f9 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 1 1 1 1 
1 3b13 87 1 3417 0f 1 396d 11 1 36b0 5b 0 3484 60 1 35e2 6b 1 32c5 70 1 38ed fb 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 1 1 1 1 
1 33a3 41 1 336b 4b 0 3272 11 1 3278 da 0 3ab5 65 1 3b81 68 1 3576 37 1 3625 bf 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 1 0 0 1 
1 3400 44 1 3885 8b 0 39e5 15 1 3952 5f 1 388e e1 0 15de 6c 0 3404 77 0 398e ba 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 0 0 1 1 
1 39ae 84 1 37c3 8d 0 349b 10 0 2792 d9 0 39a5 e5 1 3995 af 1 3b3e 30 1 360b 78 1 1 1 0 0 3727 3878 3930 4162 387c 3cab 3b1f 205a 0 1 1 1 1 1 1 1 0 0 1 1 
1 3b65 03 0 38bf 49 0 3996 d6 1 3a9b 9e 1 323a 65 1 29bc 29 1 32fb 36 1 2db7 bb 0 1 1 0 1 3c3d 3dca 3d37 3856 3965 3192 0000 3ab1 0 1 1 1 1 1 1 1 1 1 0 0 
1 3374 04 1 3a1a cd 1 1ff4 56 1 3ac5 9b 0 2755 a6 0 38bd ab 0 3493 37 0 3933 3d 0 1 1 0 2 3f20 3a92 38d2 3cd8 3f2e 3502 3cfe 393a 0 1 1 1 1 1 1 1 0 1 1 0 
1 38fc 82 1 3895 0f 1 398c 12 0 2d26 5e 0 32ac e1 0 34b1 ae 1 2e42 31 0 37d2 b8 0 1 1 0 3 3c85 425c 3514 0000 3c87 2d6c 3ba4 402f 0 1 1 1 1 1 1 1 1 0 0 0 
1 3555 42 1 30a2 89 0 3b95 92 1 399e 9a 0 3b48 e6 0 38a0 e9 1 3940 b1 0 3855 ba 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 0 1 1 1 
1 3990 c1 0 377b 09 1 36b1 54 1 36b7 18 1 317a 67 1 352e eb 1 3bfa 74 1 38f0 79 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 1 0 1 1 
1 38fe c2 1 388d 0d 0 314c 90 1 3a2a df 1 3a52 e6 0 208f ef 0 364a 37 1 3862 ff 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 0 0 0 1 
1 3958 46 0 3506 0f 1 29ec 91 0 3102 dd 1 2d36 65 1 2f4c ed 1 2edb b2 0 39d1 b8 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 0 1 1 0 
1 37d6 c6 1 3002 8e 0 3b9d 52 1 3631 5c 1 3a4b a5 1 387e 6e 0 3a87 70 1 3be0 ba 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 1 1 
1 34cb 04 1 3354 8c 1 2ea4 16 0 3a76 1f 1 3a40 e2 1 3b78 aa 0 2e55 f6 1 2d3a 3b 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 1 0 
1 38bf c4 0 382f 0c 0 3a7a 16 0 37c0 1d 0 3b07 63 1 342b 68 0 3847 b5 0 3908 7c 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 0 1 
1 3726 05 0 3a69 8a 1 2652 d2 1 2f8c 1d 0 36dd 22 0 3a83 6a 1 3752 74 0 36f4 fa 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 0 1 
1 2ec9 83 0 38e1 4c 1 37e2 10 0 39a6 da 0 3b5b a3 1 3b4a 6a 0 37af b5 1 31bf 79 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 0 1 
1 21cd 44 1 3a40 0a 1 3aaf 17 0 375e 5c 0 3a70 20 0 3586 ec 1 3987 f3 0 391c 3e 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 0 0 0 0 
1 3148 02 0 3a40 cb 0 3437 11 1 3abf da 1 375d 20 0 3176 ee 1 3841 76 0 3550 7d 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 1 1 0 0 
1 39a8 82 0 3278 4c 0 3a0d 51 0 38e0 99 1 3b17 67 0 2e01 af 1 390f f7 1 3b34 38 1 0 1 1 0 3f49 3ee7 3ef8 3b63 3da0 3cca 3ec0 3f6f 1 0 1 1 1 1 1 1 0 1 1 1 
1 3b8a 43 1 38c5 48 1 3668 d6 0 3689 5d 0 3a7d 64 0 3af9 a9 1 3bf6 f2 0 3ac2 7d 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 1 0 0 0 
1 3634 06 1 38ef cc 1 3a4c 12 0 3887 dc 1 3b67 e3 0 3a86 e9 0 2dab f2 1 2c38 3b 0 1 1 1 1 3a28 3c7f 3672 0000 0000 33f6 3d4c 3c74 1 0 1 1 1 1 1 1 0 0 0 0 
1 28f5 c4 0 3b5e ce 1 38f2 11 1 3951 19 1 3a02 20 1 3726 2f 0 3ade b6 1 3827 3b 1 1 1 1 2 397e 3d6d 31d0 3478 2e40 0000 3c84 3eff 1 0 1 1 1 1 1 1 1 1 0 0 
1 2b6d 83 1 3953 88 0 3bde 53 1 3a4a 5e 1 3974 e6 0 30c2 6d 1 39f1 b4 1 3737 bc 0 1 1 1 3 3f7c 3c7f 40d8 3a97 39ac 3a1a 3928 0000 1 0 1 1 1 1 1 1 0 1 1 0 
1 3b98 c1 0 3912 08 0 38d1 53 1 3ad1 9c 0 35aa 25 1 3a59 6e 0 3abd b3 1 3bb8 fa 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 1 0 0 1 
1 3686 43 1 3b61 0f 1 1d14 17 1 3b7c 99 1 39e7 25 0 394c 2c 1 384e 33 0 34dc fa 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 1 1 0 0 
1 3690 06 1 3411 c8 0 3be6 d0 0 3722 5b 1 3a1c e1 1 3b41 6e 1 2dfc b7 1 3781 bf 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 1 0 1 0 
1 38c9 c3 0 3b90 c9 0 39b8 52 0 34bc dc 0 3a88 64 1 37c0 ae 1 3a56 71 1 3926 39 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 0 0 1 1 
1 311c 45 0 34fc c9 0 3894 95 0 396d 5e 1 39af e3 0 1006 aa 1 3615 70 1 325b fb 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 0 1 
1 39ce 80 1 3905 4b 1 3b17 13 0 33ab df 0 38e5 e0 0 343e 2c 0 3092 b7 0 3964 3d 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 0 0 
1 3448 03 0 38d6 8b 0 3407 50 1 38a0 18 0 3a43 e5 0 3648 ac 1 35fa f5 0 39bd b8 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 3a2d 45 0 3bd6 c9 1 35a3 12 1 357e 5c 1 336c 26 0 3a45 28 0 2c75 37 1 365c b9 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 0 0 
1 3b88 c5 0 3942 8e 1 3542 d3 0 3618 59 1 3382 a0 1 34ae 29 1 3954 b1 0 2bd5 79 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 1 0 0 
1 3b81 83 1 35cd c8 0 34cb 52 0 364d 1b 1 3936 67 1 36a9 ea 0 3597 f4 1 3af2 7f 1 0 1 2 0 0000 412b 39a8 3dba 3b63 3eec 0000 0000 1 1 0 1 1 1 1 1 0 1 0 0 
1 2bd2 87 0 3805 4c 0 3a39 94 1 2d3c 9c 0 2ecf 20 0 37c0 ef 1 34c8 77 0 2e14 3f 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 1 0 1 
1 3b5d 07 1 360f 0c 1 3b90 92 1 30fa 5b 1 2fe4 e7 0 3b7b eb 0 3404 76 0 3b6e 39 1 0 1 2 1 35a8 3a82 3cf3 4072 3c04 3cc2 3d23 3b38 1 1 0 1 1 1 1 1 1 0 0 1 
1 3924 46 1 378d 0f 1 3653 d2 1 38ad 5b 0 367b e2 1 3b90 2e 1 31c2 b1 0 3b56 ff 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 1 0 1 1 
1 342a 07 0 3578 4b 1 3911 50 1 3832 5b 0 316d a7 0 3713 ab 0 36e7 b0 0 3931 bc 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 1 1 0 
1 368d 43 1 1f43 09 0 38d5 95 1 3a49 5a 1 382a 26 0 2ca1 2f 1 34d7 33 0 3b52 3d 1 0 1 2 2 3781 3ace 3e78 3e19 3920 3ef3 3b2a 3018 1 1 0 1 1 1 1 1 1 0 0 0 
1 3a96 84 1 381a 4a 0 3b8c d3 1 2f29 d9 0 38a1 e6 0 35b6 2b 0 3beb 34 0 2f0d 79 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 1 1 0 
1 364a 82 0 3ac4 ce 0 3aab 52 1 23e9 9f 1 3bbc a5 0 3624 6d 1 3ba6 33 1 3976 fa 1 0 1 2 3 3ce8 0000 3637 3c7f 34bc 397f 3996 3e69 1 1 0 1 1 1 1 1 1 0 0 1 
1 3a0b c5 0 391b c8 1 3492 12 1 3055 d8 1 3b80 a7 0 3858 6d 1 35c4 b3 0 393e fb 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 1 1 1 1 
1 36a4 c0 1 3974 0f 1 3a1c 97 0 290e de 1 3752 e5 1 3798 ad 0 3991 f3 1 38c5 fa 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 1 0 0 1 
1 3a55 c0 0 3bee 4f 0 3408 56 1 3795 df 0 38b3 22 0 3bb9 eb 1 3682 b4 0 3a8e fe 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 1 1 1 
1 39ea 40 0 3017 0a 1 3930 11 0 321c 9a 0 3171 20 1 3956 aa 1 3954 76 0 38dc 3b 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 0 1 1 
1 31c6 c3 1 35bb 88 1 3965 95 1 3474 5f 0 397c e5 0 2c74 ad 1 2af2 37 0 333c fb 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 0 1 
1 378c 80 1 341e 8d 0 385b 12 1 32fa 58 0 3a08 61 1 2f7b 69 1 37ef 77 0 3be8 3b 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 1 0 
1 39c2 02 1 32ed cf 1 3758 d0 1 3543 19 1 39dd a7 0 34bf a9 0 39fe 73 0 395a ff 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 1 0 
1 3839 c0 0 3a84 0f 1 354b d0 0 2dc4 db 0 3b0f e4 1 38d9 ae 0 30a5 70 1 27c7 be 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 1 0 
1 30bc 00 0 3af7 09 1 2fb8 93 1 3771 da 1 3b43 e2 1 39a0 e9 0 39d4 b5 0 35ff fd 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 1 1 
1 3993 82 1 2eac 4f 0 379e d6 0 35ff 1d 1 37bd a4 0 310a 2f 0 2dc2 74 1 36a9 fd 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 1 1 
1 3ba3 43 0 33dc 8c 1 3893 50 1 3bee db 1 3606 a4 1 3af6 ef 0 35cc f4 0 33ba bb 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 1 1 
1 3ae0 04 1 39b1 cf 1 3933 17 0 3189 1f 0 362d a3 0 34dc ec 1 31c5 b7 1 3948 ff 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 1 0 0 1 
1 3bbb 02 1 3661 49 1 38a3 d4 0 3acf 9c 1 3396 22 1 247d 2d 0 36db b4 1 3b25 bc 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 1 1 0 0 
1 391f 01 0 3435 c8 0 2f60 54 0 16e6 5a 1 338b e7 0 396a 69 0 34dc f1 0 3bbd fb 1 1 1 3 0 3ca4 402f 3f35 364d 4074 0000 3de2 41ee 1 1 1 0 1 1 1 1 1 0 0 0 
1 2e42 05 1 2f6c ce 1 3599 91 0 3b54 59 0 3b38 e4 0 398b eb 0 364a 72 1 32ee bc 1 0 1 3 1 38b6 3acd 3a49 3a3a 3c66 0000 3ddb 40f4 1 1 1 0 1 1 1 1 0 0 1 0 
1 38d3 00 0 379d 0f 0 3ada 14 1 396a de 0 328e e4 1 307e eb 0 3486 f4 0 3b4c 79 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 1 1 0 1 
1 23f7 40 1 3bc3 0a 1 2b68 d4 0 32ef da 0 359f 27 0 3805 29 0 392d 70 0 3a11 7e 1 0 1 3 2 0000 4294 0000 322c 3abe 422e 3fa6 3b6b 1 1 1 0 1 1 1 1 0 0 0 1 
1 3155 81 0 3953 4b 0 3b9d 93 1 39bb 5d 1 318e a0 1 2efd e9 0 3865 31 0 3b18 7a 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 0 0 0 1 
1 3908 c5 0 32c4 8a 0 3707 14 1 399e 1a 0 30e0 e2 1 36b0 2a 1 3842 75 1 3369 bb 1 1 1 3 3 3055 3d73 3b0b 3e4d 3887 3102 3ad8 400a 1 1 1 0 1 1 1 1 0 1 0 1 
1 3a67 c5 1 3018 cf 0 39d6 16 1 3abb 1f 0 378d e2 0 3679 6d 0 271e 33 1 38f4 3b 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 0 1 1 0 
1 39e5 c2 1 3701 89 0 37da 92 1 3898 5a 1 3a2f e0 0 380e ec 0 3801 76 0 351d f8 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 1 1 0 1 
1 3907 45 0 34d9 ca 1 38d8 92 1 3a53 de 1 3323 61 1 322d a8 0 387f f5 0 39fb 3b 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 1 1 0 1 
1 3889 44 1 34d7 8e 1 398b 14 1 34a9 1e 1 33b8 e2 1 301d 6e 0 3b64 72 0 393d 79 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 0 1 1 1 1 1 0 0 1 
1 3590 c0 0 35b9 0a 0 34c8 51 0 39fa 9e 0 3a16 a7 1 382f ab 1 3995 76 1 32e1 bd 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 0 1 
1 391c 00 0 24d9 4f 1 2f1b 12 1 2fb9 98 0 344e a7 0 3459 29 1 3bb2 b3 1 3a51 38 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 0 0 
1 361e 07 1 30af 8a 0 3b6d 50 1 3a30 19 0 3a1a 25 0 3952 2e 0 3857 f6 0 383f f8 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 0 0 
1 3a53 00 1 30c7 0f 1 3264 96 1 344a dc 0 3918 26 1 3814 ad 0 3b6d 31 1 3826 39 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 1 1 0 
1 39a9 03 1 32ce 0c 0 35f9 d7 0 352f 5e 0 3868 23 0 3349 6a 0 3818 77 1 3492 3f 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 0 1 0 0 
1 2da0 87 1 3a2e 8b 0 3434 d1 0 3994 dd 1 35a6 a5 0 392d 2e 1 3997 70 0 3a74 7f 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 0 0 1 1 
1 36fd 06 0 36af 89 0 28b3 96 1 329c dd 1 3799 a0 0 348f e9 0 35a5 30 1 3b52 bc 0 1 1 4 0 400d 2b0f 3b5f 3c7c 3bec 3912 327c 0000 1 1 1 1 0 1 1 1 0 0 0 1 
1 365b 07 0 3934 88 0 3bbd 56 1 3810 59 1 35ce e5 1 3b6a ed 1 351f 74 0 2e98 7d 0 1 1 4 1 3484 3e73 3a96 3cec 3a88 3cb2 0000 4194 1 1 1 1 0 1 1 1 1 1 1 0 
1 34db 42 0 3365 0e 0 2e9d 17 0 3554 df 0 3ad9 a4 0 2f88 2d 1 3420 34 1 3730 7b 0 1 1 4 2 3688 0000 0000 3b5b 3d6c 3dda 3db7 3c5f 1 1 1 1 0 1 1 1 0 1 0 0 
1 3263 86 0 3998 0b 1 38fd 93 1 36a0 1b 0 34f4 63 1 347e 2e 0 3a0b 72 0 3207 fb 1 0 1 4 3 3d90 3a1c 42da 0000 40d1 4093 3a6d 0000 1 1 1 1 0 1 1 1 1 1 0 1 
1 3162 41 1 3502 8f 0 35c1 52 1 3353 1c 0 397c a7 1 387e 2f 0 36e7 f7 1 3917 39 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 0 0 1 0 
1 3894 00 0 3a23 4f 1 3a26 15 0 3869 dc 1 3b07 e6 1 27a4 aa 1 3be1 f3 1 3821 f8 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 1 0 1 1 
1 37b3 82 1 38ff 09 1 3923 12 1 3802 99 0 3253 a0 0 394a ec 1 37ad f0 0 3535 7a 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 0 1 0 0 
1 393a 44 0 34a1 89 1 3bef 56 0 2e14 5f 0 3951 a4 0 3961 ae 0 2e67 75 0 3a9b fe 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 0 1 1 1 1 0 1 0 
1 2e6b 45 0 2d6c ce 1 31a0 94 0 3781 de 1 28af 21 1 37da 6f 1 2c35 f3 0 39ab f8 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 1 0 
1 3502 01 1 3622 8b 1 2ed1 12 0 3800 d9 1 3a7d a1 0 367e 6d 1 3879 b4 1 3996 38 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 0 0 
1 36dd 45 1 2e2c 09 1 3253 50 1 3b22 1e 0 3670 23 0 3a52 ef 1 38ca 31 1 32b2 b8 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 0 
1 3bbe 83 0 3881 88 0 2a4d 51 1 2f64 99 1 3aac 22 1 3b08 ab 0 38cb f7 0 2f8d bb 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 1 0 0 1 
1 28bf c2 0 39f6 8f 0 1b66 d2 0 375c 1c 0 387c 67 0 26a1 6d 0 389e 33 1 3b0e 3d 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 0 1 0 1 
1 36f8 40 0 35cd c9 1 3338 51 1 38aa dd 1 3749 a7 0 3628 e9 0 39a4 36 1 3646 7c 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 0 1 1 1 
1 39d9 c0 1 3b9f 4e 1 3671 d6 0 3848 dc 1 3ae5 a7 0 39e5 e8 0 39d8 77 1 3bea fc 0 0 1 5 0 39ec 3e2e 3c8f 3445 3e1e 2f88 3e5e 314e 1 1 1 1 1 0 1 1 0 0 0 1 
1 3bca 85 1 2f18 8a 1 3a20 d6 0 2ac5 5a 0 3598 66 0 3974 ed 1 3b68 b4 1 3a50 3f 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 1 0 1 0 
1 38f2 01 1 314f 8a 1 393c 13 0 383f 9e 0 39d6 63 1 3702 2a 0 3a19 b3 1 3a2c 7f 0 1 1 5 1 3eb7 2f7b 3f7b 3b02 3a59 3fd5 3ec0 3ff1 1 1 1 1 1 0 1 1 0 1 0 1 
1 2f80 85 0 2b1e c9 0 3841 d2 1 39a8 58 0 3bf7 22 1 3bcb 6e 1 3bfb 31 1 3b50 3b 0 1 1 5 2 312c 3da3 3cc5 382f 3648 2e6e 3afc 3a55 1 1 1 1 1 0 1 1 0 0 1 1 
1 3093 04 1 3b4f cb 0 321c 16 0 380b 9f 1 39aa e3 0 3850 ee 1 32bb b5 0 391f 79 0 1 1 5 3 0000 3d00 0000 3edd 3d97 4006 38d4 37c0 1 1 1 1 1 0 1 1 0 1 1 1 
1 302c 03 0 3142 cc 0 3b19 d2 1 22a3 58 0 374e a7 1 31fe 29 1 3bf9 37 0 3a30 fa 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 1 1 1 1 
1 3bc5 05 1 3b00 0d 0 3b2c d5 0 1c2f 5f 0 3363 e5 0 37c3 ac 0 283e f7 0 3b9a 7e 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 0 0 1 1 
1 39f5 42 1 389a cc 1 3bd7 93 0 3728 d9 1 39cf e3 1 2f57 ee 1 3097 70 1 36bc fd 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 0 0 0 0 
1 31cb 41 0 3a4d 8b 0 3815 d1 0 366e 1a 0 39d0 20 0 3987 6e 1 390a 74 0 28d7 f8 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 0 1 1 1 0 1 1 
1 342e 84 0 3a60 8a 1 3899 d5 1 384d da 0 39ba e4 1 3bf3 2d 1 3b29 72 0 2e68 79 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 3aa4 44 0 2e54 4c 1 315e 53 0 3bf6 18 1 39d5 e5 0 37a0 ab 0 2234 f2 0 38d0 3c 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 1 1 
1 3bca 86 1 3bdb 49 1 39e5 97 1 3aec 1b 0 3390 e1 0 39ae ad 1 3129 f0 1 3817 78 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 0 1 
1 3bf7 c5 0 3572 4e 0 2c6a 51 0 31cf da 1 39d6 a5 1 3012 69 1 371d 32 0 36dd fa 0 1 1 6 0 3d24 425b 0000 3e3e 3615 0000 3df2 3ece 1 1 1 1 1 1 1 1 1 1 1 1 
1 2e2a c2 1 39d8 4b 1 33f8 94 0 3949 5d 1 3af4 e3 1 3aa0 ae 1 3aee 72 0 2a96 fe 1 1 1 6 1 3e35 3ff9 364a 0000 3c59 3842 3d66 3ec2 1 1 1 1 1 1 1 1 1 0 1 0 
1 3244 81 1 3864 8c 0 39de d0 1 3bc2 19 0 332b 23 0 3350 6c 0 360f 34 1 39ab 7e 0 1 1 6 2 0000 0000 3084 424e 4320 3d9a 3cfe 3461 1 1 1 1 1 1 1 1 0 0 1 0 
1 35dd 85 0 39a8 0b 1 3919 d0 0 3bc5 d9 1 331f a6 1 3a41 e9 1 3093 f3 1 371e 3a 1 0 1 6 3 348c 0000 3868 3eb9 3a0c 39dd 2e55 3c41 1 1 1 1 1 1 1 1 1 0 0 0 
1 3ab3 80 0 29b1 08 1 3a34 92 0 363c 59 1 3819 e6 0 3952 2e 1 3b5d 77 0 3b94 79 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 0 1 0 1 0 1 
1 22ca 01 1 3359 ce 0 3b89 54 0 357c dd 1 3a6f a7 0 3bbe ef 1 3226 74 0 32c8 be 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 0 1 1 0 0 1 
1 3a5e 40 0 3a2e 4e 0 34da 10 0 38f7 5c 1 3600 22 0 3bb0 6f 0 31ee f2 1 3bc9 be 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 0 1 1 1 0 0 
